id,account_holder,bank_name,account_number,routing_or_ifsc,balance,source,created_at
4747,Laura Bishop,Nunez Inc Bank,0345232812,103368335,204929.68,,2025-09-08T02:12:53
4748,Jennifer Mckenzie,"Perez, Pierce and Davis Bank",1999205831,026721868,822743.5,,2025-09-08T02:12:53
4749,Laura Rodgers,Johnson LLC Bank,0788767282,125584333,309282.13,,2025-09-08T02:12:53
4750,Matthew Meyers,Moreno Ltd Bank,1160090417,034202913,746787.55,,2025-09-08T02:12:53
4751,Danielle Bennett,Thompson Inc Bank,8803489312,045291829,619281.12,,2025-09-08T02:12:53
4752,Mark Jennings,Foster-Davidson Bank,0437788930,068701710,287417.96,,2025-09-08T02:12:53
4753,Teresa Cunningham,Carroll PLC Bank,9594092231,020849335,319805.2,,2025-09-08T02:12:53
4754,Alicia Smith,Mcguire Ltd Bank,4011998560,025915866,701223.03,,2025-09-08T02:12:53
4755,Edward Stephens,Dillon-Murray Bank,6440283071,053696555,799169.32,,2025-09-08T02:22:49
4756,Kimberly Huang,"Franklin, Stephens and Phelps Bank",9799751816,063585177,363062.96,,2025-09-08T02:22:49
4757,Alicia Hunter,Hughes-Jones Bank,9490882761,097746704,851745.82,,2025-09-08T02:22:49
4758,Dr. Sara Orr,Sullivan PLC Bank,6398509708,129148319,539249.33,,2025-09-08T02:22:49
4759,Tyler Macdonald,Lamb LLC Bank,3957046226,015498830,295345.77,,2025-09-08T02:22:49
4760,James Ortiz,Alvarado Ltd Bank,5102772299,082567406,560574.18,,2025-09-08T02:22:49
4761,Kathleen Huynh,Mcbride Inc Bank,5614684302,109214865,908574.82,,2025-09-08T02:22:49
4762,Timothy Kerr,Taylor Group Bank,7778045778,045662869,743848.33,,2025-09-08T02:22:49
4763,Heather Villegas,"Hernandez, Collins and Wilson Bank",6136929917,015078263,716933.61,,2025-09-08T02:22:49
4764,Wendy Larson,"Knight, Hughes and Davis Bank",6957870205,067207228,315808.45,,2025-09-08T02:22:49
4765,Christina Lewis,Bentley-Terry Bank,9565025954,099189356,509026.54,,2025-09-08T02:22:49
4766,Lisa Jones,"Wright, Stafford and Byrd Bank",4485050089,056280955,597241,,2025-09-08T02:22:49
4767,Elijah Hernandez,"Jackson, Collins and Contreras Bank",9642479853,042459143,852492.77,,2025-09-08T02:22:49
4768,Sonya Henderson,Bridges-Daniels Bank,0750068836,069669796,786124.98,,2025-09-08T02:22:49
4769,Alisha Ingram,Green-Gonzales Bank,8256846884,067337460,384557.86,,2025-09-08T02:22:49
4770,Christine Perez,Perez-Thompson Bank,6799747985,093456496,539322.31,,2025-09-08T02:22:49
4771,Michelle Roberts,"Roman, Pitts and Chang Bank",7639985313,011904962,602205.06,,2025-09-08T02:22:49
4772,Stacy Ford,Davenport LLC Bank,8137182602,102959732,515161.94,,2025-09-08T02:22:49
4773,Theresa Collins,"Shaffer, Meyer and Douglas Bank",5628651423,097735100,821482.8,,2025-09-08T02:22:49
4774,Tyler Coleman,Tucker-Dominguez Bank,9674514243,120434828,907800.32,,2025-09-08T02:22:49
4775,Penny Rodriguez,Buchanan and Sons Bank,2606573766,058336784,201445.45,,2025-09-08T02:22:49
4776,Denise Harris,"Little, Ramsey and Coleman Bank",5915866150,069255427,821929.58,,2025-09-08T02:22:49
4777,Antonio Williams,Nguyen LLC Bank,0004790395,023914092,348644.33,,2025-09-08T02:22:49
4778,Ronald Delgado,Meyer Inc Bank,5905914407,074084049,375120.87,,2025-09-08T02:22:49
4779,Brian Anderson,Fleming PLC Bank,2184965202,127343873,965364.36,,2025-09-08T02:22:49
4780,Pam Morris,Hudson-Rodriguez Bank,9083563145,089543300,917307.63,,2025-09-08T02:22:49
4781,Brad Martinez,Rangel-Sanchez Bank,9854952342,073155830,560068.85,,2025-09-08T02:22:49
4782,Lauren Fox,Watkins PLC Bank,9292041205,041647529,150811.12,,2025-09-08T02:22:49
4783,Billy Henderson,Baker-Lamb Bank,3713680863,083070280,325238.47,,2025-09-08T02:22:49
4784,Sharon Evans,"Reeves, Morris and Haynes Bank",8533944317,048169000,314775.61,,2025-09-08T02:22:49
4785,Eric Rivers,Garrett Group Bank,1895552639,079421678,174018.62,,2025-09-08T02:22:49
4786,Joanna Clarke,Marshall-Hill Bank,8403632656,084658203,227626.48,,2025-09-08T02:22:49
4787,James Lang,"Green, Jimenez and French Bank",9487597635,128624106,353706.36,,2025-09-08T02:22:49
4788,Mrs. Kimberly Hodges,Bond-Sanchez Bank,8794227897,035720630,981040.47,,2025-09-08T02:22:49
4789,Carrie Myers,Roberts Inc Bank,3905593056,068430405,709812.37,,2025-09-08T02:22:49
4790,Tiffany Kaiser,"Norman, Decker and Curtis Bank",9328319018,052557569,787122.9,,2025-09-08T02:22:49
4791,Heidi Lopez,Ferguson and Sons Bank,7546607196,054007282,156349.62,,2025-09-08T02:22:49
4792,Linda Shea,Allen Inc Bank,6493486601,102476558,506917.22,,2025-09-08T02:22:49
4793,Ellen Rodriguez,Ray-Murray Bank,1812699542,128725814,526845.32,,2025-09-08T02:22:49
4794,Kevin Graves,"Rose, Salazar and Cole Bank",7532596139,060916888,928860.16,,2025-09-08T02:22:49
4795,Alexander Hickman,Rodriguez-Washington Bank,0274444510,072865503,478104.13,,2025-09-08T02:22:49
4796,Mark Doyle,Knox Group Bank,5352875654,091048042,916540.73,,2025-09-08T02:22:49
4797,Beverly Stewart,Ashley-Johnson Bank,6878432328,014836202,969337.28,,2025-09-08T02:22:49
4798,Ethan Obrien,Collins Group Bank,2450220007,122303481,257720.3,,2025-09-08T02:22:49
4799,Isabel Hoffman,Huang Group Bank,4933431441,087540172,217579.98,,2025-09-08T02:22:49
4800,Jeffrey Walker,"Welch, Smith and Robertson Bank",0318247299,080271749,149516.55,,2025-09-08T02:22:49
4801,Patricia Freeman,"Gomez, Arnold and Robinson Bank",7657497215,055925211,219780.98,,2025-09-08T02:22:49
4802,David Dominguez,Gamble-Oconnell Bank,3248061765,098562165,755433.4,,2025-09-08T02:22:49
4803,Crystal Paul,Cohen-Kelly Bank,6688013644,116627678,579621.44,,2025-09-08T02:22:49
4804,Matthew Lee,"Ochoa, Hernandez and Cox Bank",2715875747,035236331,240112.88,,2025-09-08T02:22:49
4805,Jody Hill,"Snyder, Lewis and Wagner Bank",3427762698,054303070,477863.8,,2025-09-08T02:22:49
4806,Melvin Rhodes,Brown-Smith Bank,9025537908,065126767,168283.98,,2025-09-08T02:22:49
4807,Rebecca Reilly,Harrell and Sons Bank,1797960323,078782392,513104.31,,2025-09-08T02:22:49
4808,Craig Martin,"Christensen, Santos and Nguyen Bank",3006115940,078789450,972869.5,,2025-09-08T02:22:49
4809,Kara Delgado DDS,"Reynolds, Reilly and Beard Bank",3838750878,085544316,546923.25,,2025-09-08T02:22:49
4810,Claudia Garcia,"Jackson, White and Porter Bank",7287127611,110669551,391442.23,,2025-09-08T02:22:49
4811,Patrick Thompson,Nguyen Ltd Bank,4338709283,094754744,157173.64,,2025-09-08T02:22:49
4812,Justin Nelson,Harper-Meza Bank,5643724115,056983003,992973.09,,2025-09-08T02:22:49
4813,Carrie Lee,Phillips-Scott Bank,8323847468,043057913,485951.73,,2025-09-08T02:22:49
4814,Jaime Sharp,Conley Ltd Bank,1196829219,077055716,780612.33,,2025-09-08T02:22:49
4815,Jodi Ramirez,Young LLC Bank,3836046845,120273720,474701.03,,2025-09-08T02:22:49
4816,Christopher Morris,Scott-Avery Bank,9815363818,101101882,450841.89,,2025-09-08T02:22:49
4817,Louis Berry,Cook-Jones Bank,9549276753,111844760,445952.64,,2025-09-08T02:22:49
4818,David Norris,Rodriguez-Martinez Bank,3528331237,109481957,679222.8,,2025-09-08T02:22:49
4819,Elizabeth Beasley,Mason PLC Bank,4357223736,129891145,390363.93,,2025-09-08T02:22:49
4820,Melvin Schneider,Davis LLC Bank,4262718836,027577231,648273.8,,2025-09-08T02:22:49
4821,Antonio Cooper,Greer PLC Bank,1425345099,066657633,806995.07,,2025-09-08T02:22:49
4822,Matthew Smith,"Barker, Lara and Lewis Bank",5521254265,030001710,987003.83,,2025-09-08T02:22:49
4823,Timothy Scott,Guerrero-Gordon Bank,0552977212,060446222,937136.61,,2025-09-08T02:22:49
4824,Mariah Harris,Morrison-Jimenez Bank,8834369401,035255037,812598.45,,2025-09-08T02:22:49
4825,Teresa Ortiz,"Franco, Norman and Murray Bank",4487091795,124157541,440613.34,,2025-09-08T02:22:49
4826,James Castro,Peterson LLC Bank,9134739897,071325536,558243.49,,2025-09-08T02:22:49
4827,Julian Tucker,Cervantes LLC Bank,0036680962,096332232,276080.69,,2025-09-08T02:22:49
4828,Robert Harris,Mcdonald-Hunter Bank,1917271587,089331004,498945.76,,2025-09-08T02:22:49
4829,Michelle Richard,"Edwards, Mckee and Brown Bank",5106676974,069274699,781546.6,,2025-09-08T02:22:49
4830,Danny Andrade,Wright Inc Bank,6371185531,010511709,960409.61,,2025-09-08T02:22:49
4831,Dr. James Chavez,Phillips-Juarez Bank,5453029960,052490176,834145.65,,2025-09-08T02:22:49
4832,Elizabeth Nelson,Leblanc-Mason Bank,2925678148,018545065,276004.12,,2025-09-08T02:22:49
4833,Julia Osborn,Liu and Sons Bank,2489635794,107452328,431485.55,,2025-09-08T02:22:49
4834,Michael Wilson,"Torres, Davis and Gonzales Bank",6662116334,067384688,636162.44,,2025-09-08T02:22:49
4835,Stephanie Hall,"Moore, Garrett and Williams Bank",4745134570,091628501,835427.41,,2025-09-08T02:22:49
4836,Gina Gomez,"Clark, Simmons and Valenzuela Bank",4363292412,027558470,363370.03,,2025-09-08T02:22:49
4837,Amber Bush,Woods and Sons Bank,7714582607,091522607,889478.95,,2025-09-08T02:22:49
4838,Carolyn Riley,Campbell-Hunt Bank,8559321081,023608285,457330.38,,2025-09-08T02:22:49
4839,Justin Case,"Garcia, Lee and Collier Bank",5432015599,061337482,330503.43,,2025-09-08T02:22:49
4840,Rick Hampton,Jones-Bennett Bank,2097247453,037284718,524603.04,,2025-09-08T02:22:49
4841,Emily Horton,Moore LLC Bank,7965242113,027833137,886680.76,,2025-09-08T02:22:49
4842,Julie Lewis,Mckee-Bell Bank,9189222479,106057452,884261.36,,2025-09-08T02:22:49
4843,Matthew Hogan,"Benson, Burnett and Gaines Bank",8701263534,079795993,386736.34,,2025-09-08T02:22:49
4844,Katherine Moreno,"Adams, Rivera and Bailey Bank",6705887729,116636863,690429.78,,2025-09-08T02:22:49
4845,Michael Castillo,"Shepherd, Clark and Shepard Bank",0904151516,074886014,105068.61,,2025-09-08T02:22:49
4846,Rick Burns,"Campbell, Johnson and Gilbert Bank",4654059137,096009099,458501.42,,2025-09-08T02:22:49
4847,Richard Anderson,"Mccarty, Anderson and Griffith Bank",3509551749,045392948,115489.18,,2025-09-08T02:22:49
4848,Daniel Ayala,Wood and Sons Bank,2316132070,080922904,488865.18,,2025-09-08T02:22:49
4849,Jennifer Cantu,Martinez-Perry Bank,3546436961,046382782,589029,,2025-09-08T02:22:49
4850,Katelyn Parker,Delacruz Ltd Bank,2797328801,029954768,153205.86,,2025-09-08T02:22:49
4851,Dustin Farley,Sherman-Rodriguez Bank,0920230751,108409778,785578.62,,2025-09-08T02:22:49
4852,Kevin Carter,Pratt-Holmes Bank,7426644678,079454629,629887.28,,2025-09-08T02:22:49
4853,Brian Christensen,"May, Forbes and Patton Bank",2151684083,085789142,313002.81,,2025-09-08T02:22:49
4854,Chris Vincent,James and Sons Bank,1906410061,054660399,489303.9,,2025-09-08T02:22:49
4855,Daniel Reed,"Wagner, Sims and Russell Bank",5179791416,042920656,897868.21,,2025-09-08T02:22:49
4856,Gary Jones,Brown-Rush Bank,7414797380,095171371,402950.03,,2025-09-08T02:22:49
4857,Margaret Tucker,Abbott-Graves Bank,4696756982,112656546,555789.39,,2025-09-08T02:22:49
4858,Mark Garcia,Fisher Group Bank,0879939877,115127519,897987.86,,2025-09-08T02:22:49
4859,Vanessa Smith,"Joseph, Espinoza and Campbell Bank",3314421321,085549625,136843.38,,2025-09-08T02:22:49
4860,Megan Davis,"Reeves, Wagner and Bernard Bank",8653075824,106401736,891995.42,,2025-09-08T02:22:49
4861,Craig Beltran,Brown PLC Bank,3138930428,016618156,606092.08,,2025-09-08T02:22:49
4862,Troy White,"Moore, Hopkins and Hill Bank",6380401020,113078466,263113.27,,2025-09-08T02:22:49
4863,Bradley Sweeney,"Nunez, West and Calderon Bank",5153587137,034347195,190420.62,,2025-09-08T02:22:49
4864,Brian Ruiz,Neal-Thompson Bank,0321266345,047532269,167105.39,,2025-09-08T02:22:49
4865,Jerry Boyd,"Guzman, Bell and Frye Bank",5080598777,128117448,394749.28,,2025-09-08T02:22:49
4866,Candice Thomas,"Torres, Stark and Cochran Bank",4563500316,096315372,997517.3,,2025-09-08T02:22:49
4867,Kenneth Holland,Jones-Duke Bank,0437927311,117518045,681293.33,,2025-09-08T02:22:49
4868,Andrea Walker,Williams Inc Bank,7935366102,061350346,873605.24,,2025-09-08T02:22:49
4869,Angelica Ryan,Barnes-Lambert Bank,9403392207,115248566,459821.57,,2025-09-08T02:22:49
4870,Scott Pham,Kim Inc Bank,9940686095,056737880,825776.41,,2025-09-08T02:22:49
4871,Randy Burke,"Harvey, Holt and Cherry Bank",0454072341,024660413,873802.52,,2025-09-08T02:22:49
4872,Ralph Chaney,Hamilton Ltd Bank,7239637913,024287430,218162.12,,2025-09-08T02:22:49
4873,Michael Johnson,Morgan-Douglas Bank,8715198882,078152896,642026.67,,2025-09-08T02:22:49
4874,Richard Wolf,"Burke, Moore and Gonzalez Bank",4965534727,018854620,477077.5,,2025-09-08T02:22:49
4875,Marie Williams,Fox Inc Bank,3846349404,063390524,595333.09,,2025-09-08T02:22:49
4876,Tiffany Livingston,"Mendez, Dudley and Jennings Bank",4464255976,061628780,553126.39,,2025-09-08T02:22:49
4877,Jacqueline Mullins,Turner LLC Bank,1846522557,021318221,607465.73,,2025-09-08T02:22:49
4878,Samantha Santos,Parrish and Sons Bank,8053250377,034973530,204797.29,,2025-09-08T02:22:49
4879,Susan Cox,Cooper Inc Bank,0017743445,122532773,511066.11,,2025-09-08T02:22:49
4880,John Williams,Small LLC Bank,0159790275,104158670,818993.15,,2025-09-08T02:22:49
4881,Rachel Mckinney,Roth PLC Bank,3338504741,011378336,474556.11,,2025-09-08T02:22:49
4882,Kayla Cox,Sosa-Meyers Bank,9984756576,087700640,869910.44,,2025-09-08T02:22:49
4883,Kaitlyn Johnson,"Torres, Mueller and Rodriguez Bank",2841328053,067017175,630349.99,,2025-09-08T02:22:49
4884,David Campbell,"Mendoza, Rasmussen and Perry Bank",2021856750,019276168,253449.53,,2025-09-08T02:22:49
4885,Stephanie Moss,"Coffey, Carter and Terry Bank",3898910777,076318933,597279.52,,2025-09-08T02:22:49
4886,Kimberly Miller,"Parker, Casey and Williams Bank",0461484173,063989236,317369.8,,2025-09-08T02:22:49
4887,April Estrada,"Zuniga, Jackson and Williams Bank",9831600882,109815277,353748.55,,2025-09-08T02:22:49
4888,Emily Schroeder,Wilcox Ltd Bank,7977595025,124281310,979754.72,,2025-09-08T02:22:49
4889,Lindsey Dodson,Todd-Perez Bank,1822704926,044744526,677512.7,,2025-09-08T02:22:49
4890,Robert Murray,Marquez Group Bank,0142375454,102944365,508408.46,,2025-09-08T02:22:49
4891,Aaron Wilson,"Henry, Murillo and Mayer Bank",3511375270,089843440,198511.01,,2025-09-08T02:22:49
4892,Rebecca Chambers,Chandler-Taylor Bank,4170862552,102088344,802796.79,,2025-09-08T02:22:49
4893,Scott Harper,Gutierrez-Farmer Bank,7569811946,058785351,448460.03,,2025-09-08T02:22:49
4894,Diane Snyder,Cummings-Griffin Bank,1142162165,046451299,513776.75,,2025-09-08T02:22:49
4895,Eric Hall,Ryan-Allen Bank,7701619716,069710072,298817.42,,2025-09-08T02:22:49
4896,Timothy Williams,"Weiss, Freeman and Floyd Bank",5365602065,060986423,610207.95,,2025-09-08T02:22:49
4897,Howard Moreno,Paul Ltd Bank,5159546284,065485929,240151.31,,2025-09-08T02:22:49
4898,Darin Williams,"Berry, Martin and White Bank",6541550170,048099714,712504.3,,2025-09-08T02:22:49
4899,Holly Garcia,Anderson-Evans Bank,6531089370,125236348,319842.25,,2025-09-08T02:22:49
4900,Margaret Johnson,Payne Inc Bank,5747572166,027327216,186208.25,,2025-09-08T02:22:49
4901,Kevin Meyer,Evans-Rodriguez Bank,0527446608,113052754,428242.56,,2025-09-08T02:22:49
4902,Linda Jenkins,"Mitchell, Cain and Mason Bank",3555367559,087144109,405267.96,,2025-09-08T02:22:49
4903,Kevin Gonzales,"Delacruz, Barr and Allen Bank",4215462664,080383394,133385.53,,2025-09-08T02:22:49
4904,Barbara Lutz,Allen-Greene Bank,2476000296,074876066,336309.93,,2025-09-08T02:22:49
4905,Andrew Reeves,"Ray, Taylor and Clark Bank",6177618338,028194053,962803.38,,2025-09-08T02:22:49
4906,Scott Woods,"Ritter, Anderson and Hall Bank",6715864130,084195944,631560.38,,2025-09-08T02:22:49
4907,Sheri Wright,"Hughes, Ayala and Gomez Bank",1370409597,081398391,321266.35,,2025-09-08T02:22:49
4908,Andrew Franklin,"Reynolds, May and Contreras Bank",8506719793,125535117,587636.47,,2025-09-08T02:22:49
4909,Diamond Carlson,Nguyen-Costa Bank,6659760036,121750129,397630.22,,2025-09-08T02:22:49
4910,Jamie Mendez,Jackson Group Bank,8526688614,074763645,782943.23,,2025-09-08T02:22:49
4911,Trevor Knapp,Powers-Flowers Bank,7576026515,066094225,895399.22,,2025-09-08T02:22:49
4912,Lynn Hudson,"Smith, Garcia and Cooper Bank",8535983219,077767606,682846.91,,2025-09-08T02:22:49
4913,Steven Jones,Jackson-Lopez Bank,4210891732,123498489,154918.09,,2025-09-08T02:22:49
4914,Sarah Cox,"Benitez, Martinez and Valdez Bank",9136000207,092014431,518620.08,,2025-09-08T02:22:49
4915,Matthew Harrell,Kramer-Salinas Bank,0601274730,068918943,872160.25,,2025-09-08T02:22:49
4916,Paige Fowler,"Potter, Frost and Price Bank",2723253675,045628667,465529.95,,2025-09-08T02:22:49
4917,Donald Scott,Andrews-Wells Bank,4418511898,053447092,257560.89,,2025-09-08T02:22:49
4918,Kyle Walker,Robinson Ltd Bank,2894721500,019983985,366631.29,,2025-09-08T02:22:49
4919,Brandi Franklin,"Campos, Dawson and Johnson Bank",4762377341,121254078,625487.12,,2025-09-08T02:22:49
4920,Michele Dunlap,Robertson LLC Bank,1519367415,033788357,399183.56,,2025-09-08T02:22:49
4921,Isaac Miller,Esparza-Garcia Bank,0430340998,044322414,524922.59,,2025-09-08T02:22:49
4922,Ana Hinton,Perez-Griffin Bank,2154657639,041072479,972175.57,,2025-09-08T02:22:49
4923,Jacqueline Jackson,Henderson-Woods Bank,3806085134,042393597,734547.15,,2025-09-08T02:22:49
4924,Ashley Brown,Collins PLC Bank,3905913349,088815987,413441.57,,2025-09-08T02:22:49
4925,Melissa Bailey,Baker-Edwards Bank,0996793123,118868341,805997.93,,2025-09-08T02:22:49
4926,Jeffrey Thompson,Roth Inc Bank,1770723429,091095228,453718.99,,2025-09-08T02:22:49
4927,Juan Taylor,Boyd-Smith Bank,0083042843,016737671,839029.82,,2025-09-08T02:22:49
4928,Jennifer Harper,Hernandez Ltd Bank,4653100395,110497406,914668.69,,2025-09-08T02:22:49
4929,Dwayne Hurst,Johnson-Murphy Bank,0475610538,026623018,970036.9,,2025-09-08T02:22:49
4930,Bianca Jackson,Sanchez-Hall Bank,3485802040,012432187,635432.85,,2025-09-08T02:22:49
4931,Gregory Nguyen,"Knight, Bell and Myers Bank",8258515170,031722412,660724.82,,2025-09-08T02:22:49
4932,Patrick Reese,Harrison-Smith Bank,4259001412,021385335,591737.48,,2025-09-08T02:22:49
4933,Tina Davis,"Chavez, Humphrey and Smith Bank",4636567758,037675097,264885.22,,2025-09-08T02:22:49
4934,Samantha Graham,Fisher LLC Bank,3408214236,053790176,735043.33,,2025-09-08T02:22:49
4935,Mr. Jordan Munoz,Byrd-Shaffer Bank,5499673214,095891075,923956.21,,2025-09-08T02:22:49
4936,Mrs. Valerie Lewis DDS,Lee-Strickland Bank,7915916484,079655224,623153.74,,2025-09-08T02:22:49
4937,Harry Wood MD,Gutierrez and Sons Bank,2172943148,092580994,813376.19,,2025-09-08T02:22:49
4938,Paul Martin,Martin LLC Bank,8039706401,127814250,603701.51,,2025-09-08T02:22:49
4939,Beth Hernandez,"Franco, Hurst and Taylor Bank",2420384262,068364306,766382.49,,2025-09-08T02:22:49
4940,Justin Tran,Rogers-Bailey Bank,8031809878,126861411,313197.94,,2025-09-08T02:22:49
4941,Carol Chase,"Smith, Mcconnell and Jones Bank",7529116294,040506687,909030.34,,2025-09-08T02:22:49
4942,Richard Medina,"Nichols, Case and Martinez Bank",5098196352,083337813,523894.53,,2025-09-08T02:22:49
4943,Julie Schneider,"Taylor, Castillo and Garcia Bank",2959201589,078739950,259316.22,,2025-09-08T02:22:49
4944,Dr. Diana Romero,"Benson, Garcia and Colon Bank",4202486662,073551971,185585.97,,2025-09-08T02:22:49
4945,Danielle Jordan DDS,Taylor-Jones Bank,3877617837,106458556,172103.62,,2025-09-08T02:22:49
4946,Shawn Warner,Patel PLC Bank,7692290339,093697064,571517.75,,2025-09-08T02:22:49
4947,Timothy Barrett,Garcia Ltd Bank,5604356038,072250820,129331.37,,2025-09-08T02:22:49
4948,Gavin White,"White, Thomas and Sutton Bank",3067779005,106877276,752827.65,,2025-09-08T02:22:49
4949,Angela Castro,Brooks-Gallegos Bank,7294152541,047357842,124682.08,,2025-09-08T02:22:49
4950,Joseph Davis,Allen-Clements Bank,0333127577,104010174,589001.74,,2025-09-08T02:22:49
4951,Ryan Russell,Valdez-Underwood Bank,7284416215,030316078,122146.84,,2025-09-08T02:22:49
4952,Tara Cook,Dickson-Baird Bank,4346337272,092247350,957611.62,,2025-09-08T02:22:49
4953,Michael Avila,Diaz-Forbes Bank,5266679563,122832868,759703.32,,2025-09-08T02:22:49
4954,Shelby Gibson,Wood-Gonzalez Bank,5629471774,121412962,317025.89,,2025-09-08T02:22:49
4955,Austin Lin,"Mcdonald, Mcdaniel and Kline Bank",1706469855,044373298,591290.61,,2025-09-08T02:22:49
4956,Laura Roberts,Cruz-Ferguson Bank,4762458356,070096251,807672.22,,2025-09-08T02:22:49
4957,Jennifer Hines,"Lewis, Robinson and Ortiz Bank",4726614087,010502336,758754.09,,2025-09-08T02:22:49
4958,Jonathan Green,"Warren, Eaton and Robinson Bank",9267244415,095443999,362716.59,,2025-09-08T02:22:49
4959,Christina Pierce,Ware and Sons Bank,4557102594,127660530,274159.24,,2025-09-08T02:22:49
4960,Cynthia Roberts,Hall Ltd Bank,7982062744,044362555,814531.09,,2025-09-08T02:22:49
4961,Michael Rivera,Wood-Wright Bank,2738912400,034707230,766335.22,,2025-09-08T02:22:49
4962,Patricia Haynes,Lee LLC Bank,1509814084,126580080,504150.31,,2025-09-08T02:22:49
4963,Tammy Berger,Cisneros-Young Bank,9024771609,120135282,127217.57,,2025-09-08T02:22:49
4964,Christopher Robinson,Wagner-Kim Bank,3235631508,026313140,179307.13,,2025-09-08T02:22:49
4965,Valerie Valentine,"Hernandez, Maldonado and Palmer Bank",7122144761,071582748,243947.75,,2025-09-08T02:22:49
4966,Brian Nicholson,Marshall Ltd Bank,2116988347,059460882,375402.37,,2025-09-08T02:22:49
4967,Donald Conrad,Velez-Spencer Bank,6191635244,079533359,727199.03,,2025-09-08T02:22:49
4968,Joshua Martinez,Barrett and Sons Bank,9697634394,055759490,153564.38,,2025-09-08T02:22:49
4969,Nicole Bailey,Jones-Powell Bank,1603331536,118518811,466463.37,,2025-09-08T02:22:49
4970,Thomas Lee,"Williams, Hunt and Daniels Bank",0522764399,086216423,962620.35,,2025-09-08T02:22:49
4971,Alexander Cannon,Webb Group Bank,6613149266,035802147,123214.22,,2025-09-08T02:22:49
4972,Elizabeth Anderson,Clarke PLC Bank,3966864562,098807529,211507.65,,2025-09-08T02:22:49
4973,Ronald Gentry,Jennings and Sons Bank,1697788792,049200544,249217,,2025-09-08T02:22:49
4974,Michael Cisneros,"Morgan, Mata and Johnson Bank",9371468031,102486276,496917.98,,2025-09-08T02:22:49
4975,Lucas Skinner,Reilly-Wallace Bank,5905426809,082796235,733461.81,,2025-09-08T02:22:49
4976,Brendan Hodge DDS,Hicks LLC Bank,2019809089,050500848,651776.43,,2025-09-08T02:22:49
4977,Ray Mcpherson,Stevens Ltd Bank,6452294885,019146586,608286.59,,2025-09-08T02:22:49
4978,Lisa Mcknight,Nixon-Jones Bank,6826441457,012274691,391138.94,,2025-09-08T02:22:49
4979,Cheryl Rice,"Kemp, Wright and Johnston Bank",3067203290,074484005,971647.81,,2025-09-08T02:22:49
4980,Tammy Williams,Barber-Cooper Bank,6176457149,025661013,341727.36,,2025-09-08T02:22:49
4981,Elizabeth Solis,"Ramos, Jensen and Smith Bank",3923916347,062898386,108211.11,,2025-09-08T02:22:49
4982,Nicholas Harvey Jr.,"Perez, Dean and Patterson Bank",7917282804,074625712,659955.96,,2025-09-08T02:22:49
4983,George Adams,Joyce PLC Bank,5042050209,114632788,169942.13,,2025-09-08T02:22:49
4984,Marie Moses,Hoover Inc Bank,9485008866,015928245,471329.77,,2025-09-08T02:22:49
4985,Andrea Mcguire,"White, Khan and Murphy Bank",5068755174,019905374,451381.7,,2025-09-08T02:22:49
4986,David Wright,Morrison-Carson Bank,0180448296,099226196,890146.48,,2025-09-08T02:22:49
4987,Mrs. Rebecca Phillips,Boyer-Rodriguez Bank,3202775587,112793195,717743.08,,2025-09-08T02:22:49
4988,Dr. Michael Martinez,Wright-Yates Bank,4503933436,027159662,912533.69,,2025-09-08T02:22:49
4989,Eric Davis,"Watkins, Holder and Waters Bank",2854078371,069280722,578217.58,,2025-09-08T02:22:49
4990,Bobby Bailey,"Miller, Bryant and Barber Bank",0064127554,023957363,807459.28,,2025-09-08T02:22:49
4991,Kristin Daniels,Morrow Inc Bank,1974068645,126026557,362401.17,,2025-09-08T02:22:49
4992,Christopher King,Jenkins Inc Bank,5575054610,051065214,505567.67,,2025-09-08T02:22:49
4993,Calvin Smith,Ibarra Group Bank,8661766303,116143709,170678.83,,2025-09-08T02:22:49
4994,Jessica Robbins,"Rivera, Jones and Norris Bank",4000227460,010606643,416484.36,,2025-09-08T02:22:49
4995,Mrs. Paula Ellis,Torres Inc Bank,4578535900,109049470,590969.82,,2025-09-08T02:22:49
4996,Shawn Salinas,"Lane, Mcdowell and Frank Bank",6850117160,083535246,904919.57,,2025-09-08T02:22:49
4997,Ethan Brooks,Fischer-Campbell Bank,9342967275,022591762,853622.36,,2025-09-08T02:22:49
4998,Aaron Williams,"Johnson, Allen and Brown Bank",6916741326,019343952,443876.94,,2025-09-08T02:22:49
4999,Amber Murphy,Tucker-Jacobs Bank,1418467006,092795925,655121.86,,2025-09-08T02:22:49
5000,Jeremy Brown,King-Montgomery Bank,5160005459,083307911,980790.31,,2025-09-08T02:22:49
5001,Melissa Romero,"Lewis, Collins and Williams Bank",9926861965,061979426,878420.97,,2025-09-08T02:22:49
5002,Cynthia Smith,"Ryan, Bradshaw and Scott Bank",9302792878,052617111,270134.65,,2025-09-08T02:22:49
5003,Michael King,Burke-Dorsey Bank,1133020619,086060860,280115.4,,2025-09-08T02:22:49
5004,Felicia Bell,"Norton, Cole and Ramirez Bank",3631024436,121888033,335675.01,,2025-09-08T02:22:49
5005,Zachary Townsend,Price Inc Bank,6389739339,075399814,160633.77,,2025-09-08T02:22:50
5006,Isabel Thompson,"Moore, Moore and Hill Bank",8565302443,124103689,422050.22,,2025-09-08T02:22:50
5007,Kyle Pena,Watts Inc Bank,4145662361,016727801,114613.42,,2025-09-08T02:22:50
